revision	construction	world_knowledge_filter	accuracy
stage1-step477000-tokens2001B	letalone	all	0.6539763113367174
stage1-step477000-tokens2001B	letalone	aligned	0.6415679639029893
stage1-step477000-tokens2001B	letalone	misaligned	0.6663846587704456
stage1-step477000-tokens2001B	letalone	verb_hold_all	0.6916666666666667
stage1-step477000-tokens2001B	letalone	verb_hold_aligned	0.6333333333333333
stage1-step477000-tokens2001B	letalone	verb_hold_misaligned	0.75
stage1-step477000-tokens2001B	letalone	verb_bake_all	0.6055555555555555
stage1-step477000-tokens2001B	letalone	verb_bake_aligned	0.6
stage1-step477000-tokens2001B	letalone	verb_bake_misaligned	0.6111111111111112
stage1-step477000-tokens2001B	letalone	verb_cook_all	0.6666666666666666
stage1-step477000-tokens2001B	letalone	verb_cook_aligned	0.5347222222222222
stage1-step477000-tokens2001B	letalone	verb_cook_misaligned	0.7986111111111112
stage1-step477000-tokens2001B	letalone	verb_paint_all	0.6407828282828283
stage1-step477000-tokens2001B	letalone	verb_paint_aligned	0.6906565656565656
stage1-step477000-tokens2001B	letalone	verb_paint_misaligned	0.5909090909090909
stage1-step477000-tokens2001B	letalone	verb_draw_all	0.5606060606060606
stage1-step477000-tokens2001B	letalone	verb_draw_aligned	0.5404040404040404
stage1-step477000-tokens2001B	letalone	verb_draw_misaligned	0.5808080808080808
stage1-step477000-tokens2001B	letalone	verb_sing_all	0.5984848484848485
stage1-step477000-tokens2001B	letalone	verb_sing_aligned	0.547979797979798
stage1-step477000-tokens2001B	letalone	verb_sing_misaligned	0.648989898989899
stage1-step477000-tokens2001B	letalone	verb_write_all	0.6336805555555556
stage1-step477000-tokens2001B	letalone	verb_write_aligned	0.6875
stage1-step477000-tokens2001B	letalone	verb_write_misaligned	0.5798611111111112
stage1-step477000-tokens2001B	letalone	verb_make_all	0.6388888888888888
stage1-step477000-tokens2001B	letalone	verb_make_aligned	0.6611111111111111
stage1-step477000-tokens2001B	letalone	verb_make_misaligned	0.6166666666666667
stage1-step477000-tokens2001B	letalone	verb_pick up_all	0.6694444444444444
stage1-step477000-tokens2001B	letalone	verb_pick up_aligned	0.6222222222222222
stage1-step477000-tokens2001B	letalone	verb_pick up_misaligned	0.7166666666666667
stage1-step477000-tokens2001B	letalone	verb_lift_all	0.8166666666666667
stage1-step477000-tokens2001B	letalone	verb_lift_aligned	0.8833333333333333
stage1-step477000-tokens2001B	letalone	verb_lift_misaligned	0.75
stage1-step477000-tokens2001B	letalone	verb_see_all	0.5555555555555556
stage1-step477000-tokens2001B	letalone	verb_see_aligned	0.4444444444444444
stage1-step477000-tokens2001B	letalone	verb_see_misaligned	0.6666666666666666
stage1-step477000-tokens2001B	letalone	verb_compose_all	0.8229166666666666
stage1-step477000-tokens2001B	letalone	verb_compose_aligned	0.7152777777777778
stage1-step477000-tokens2001B	letalone	verb_compose_misaligned	0.9305555555555556
stage1-step477000-tokens2001B	muchless	all	0.7473209249858996
stage1-step477000-tokens2001B	muchless	aligned	0.6900733220530175
stage1-step477000-tokens2001B	muchless	misaligned	0.8045685279187818
stage1-step477000-tokens2001B	muchless	verb_hold_all	0.7472222222222222
stage1-step477000-tokens2001B	muchless	verb_hold_aligned	0.6944444444444444
stage1-step477000-tokens2001B	muchless	verb_hold_misaligned	0.8
stage1-step477000-tokens2001B	muchless	verb_bake_all	0.7138888888888889
stage1-step477000-tokens2001B	muchless	verb_bake_aligned	0.6333333333333333
